track,frame_idx,instance.score,torso_back.x,torso_back.y,torso_back.score,torso_front.x,torso_front.y,torso_front.score,head.x,head.y,head.score,far_ankle.x,far_ankle.y,far_ankle.score,far_toe_base.x,far_toe_base.y,far_toe_base.score,far_toe_tip.x,far_toe_tip.y,far_toe_tip.score,near_ankle.x,near_ankle.y,near_ankle.score,near_toe_base.x,near_toe_base.y,near_toe_base.score,near_toe_tip.x,near_toe_tip.y,near_toe_tip.score,tail_base.x,tail_base.y,tail_base.score,tail_tip.x,tail_tip.y,tail_tip.score
,0,,81.92595964749351,191.2043230913451,,280.6623638926324,194.61682440693107,,284.0507536821584,37.1721048226638,,114.1317156945826,319.16694588089274,,114.56467529648711,414.623370884646,,113.05798242876602,458.7369484513333,,205.90084580172947,347.15085313049656,,253.12353386934996,433.84849210176947,,294.76995516489444,464.8629990569943,,77.29893396976613,210.2016072708247,,6.661062032464031,158.2605053384969,
,1,,83.92100524902344,197.9691925048828,,281.9319152832031,193.98004150390625,,284.43851337347365,37.78554349574935,,113.86064910888672,318.0013732910156,,113.18758285672138,414.3699614413978,,113.02433371958278,459.4724899935323,,204.95242256527018,348.6101878355165,,256.79981785680246,436.2986005853021,,297.010428736964,464.8341933941057,,76.19930475086909,210.2433371958285,,4.4495944380069545,157.40440324449597,
,2,,83.92096710205078,197.96922302246094,,281.9319763183594,193.98007202148438,,286.558516801854,37.38804801181114,,113.86074829101562,318.0018615722656,,116.84229930151773,414.07698207152697,,111.04129551128018,459.3128036457131,,204.39652080690593,349.7231052438464,,254.56942856574574,435.3230848765877,,294.17094727841584,463.0400701093872,,76.75550405561992,210.2433371958285,,6.118192352259541,158.51680185399766,
,3,,83.92098236083984,197.9692840576172,,281.93206787109375,193.98001098632812,,285.70921542799334,37.002052667011725,,113.86056518554688,318.00140380859375,,116.24565469293165,415.2763760628403,,111.01599379333635,458.77070938044585,,203.28370258070504,348.610279388251,,302.1320973348783,466.17280986269685,,256.3709184633614,436.874710612046,,72.86210892236383,209.68713789107764,,4.4495944380069545,160.7415990730011,
,4,,81.92312416155224,196.51221397329726,,279.8264984227129,193.54293725902565,,283.7255520504732,38.2968804766912,,114.3059936908518,317.15177006659667,,114.72239747634069,414.8300035050824,,107.58044164037861,453.7416754293726,,204.12933753943219,346.7921486154926,,259.11356466876975,442.4009814230635,,294.83911671924284,463.81423063442,,73.41830822711472,209.68713789107767,,3.8933951332561207,159.07300115874855,
,5,,83.88589477539062,197.96780395507812,,280.097412109375,193.93988037109375,,284.0320354261606,37.429181857938374,,112.12716674804688,318.0276794433594,,115.68945538818082,414.4141947932669,,113.54778999269496,459.65422875493607,,205.49868076894677,349.18521648597056,,257.63615295480884,436.72165940682896,,300.34762456546935,466.1103279244173,,75.08690614136734,211.91193511008112,,6.674391657010432,158.51680185399766,
,6,,80.81072555205051,194.28741675429376,,279.8264984227129,192.02874167542944,,283.7255520504732,38.2968804766912,,114.3059936908518,317.15177006659667,,114.72239747634069,414.8300035050824,,107.58044164037861,453.7416754293726,,204.12933753943219,346.7921486154926,,259.11356466876975,442.4009814230635,,294.83911671924284,463.81423063442,,73.97450753186558,212.46813441483195,,6.67439165701046,157.40440324449594,
,7,,82.06733703613281,196.06163024902344,,280.0738830566406,194.01025390625,,283.98797607421875,37.966697692871094,,113.96855163574219,318.0235900878906,,115.99188232421875,414.0151672363281,,110.05548095703125,456.0483703613281,,205.97509765625,349.9441223144531,,257.95867919921875,438.0628967285156,,297.9551696777344,463.94891357421875,,75.08690614136736,213.5805330243337,,6.674391657010403,160.74159907300117,
,8,,80.81072555205051,194.28741675429376,,279.8264984227129,192.02874167542944,,283.7255520504732,38.2968804766912,,114.3059936908518,317.15177006659667,,114.72239747634069,414.8300035050824,,107.58044164037861,453.7416754293726,,204.12933753943219,346.7921486154926,,259.11356466876975,442.4009814230635,,294.83911671924284,463.81423063442,,74.53070683661645,213.58053302433373,,6.11819235225957,160.1853997682503,
,9,,117.8812026977539,211.84622192382812,,318.0342712402344,208.05799865722656,,321.0909480762506,43.011625669563756,,137.9391326904297,319.8721923828125,,186.68313236591575,404.88026299471636,,149.61761297798378,439.9172423215301,,209.82508850097656,358.1155090332031,,237.4971031286211,442.5266091352329,,267.7479436394232,470.5474373123001,,106.79026651216685,225.26071842410195,,33.37195828505216,164.63499420625726,
,10,,114.12302839116725,207.15807921486157,,317.6813880126183,208.68489309498779,,321.5804416403786,42.08236943568175,,138.53312302839126,312.6091833158081,,184.37539432176655,403.4735366281109,,151.4921135646688,438.5997195934105,,211.7003154574132,358.1486154924642,,240.94321766561518,454.5145460918332,,263.79810725552045,465.32842621801626,,104.00926998841257,223.5921205098494,,31.14716106604868,166.8597914252607,
,11,,115.65429976585978,208.50431112950258,,318.0345458984375,208.05601501464844,,321.7988527909217,42.04671008015532,,137.94651794433594,319.8756103515625,,184.89999887732398,404.7838497888524,,147.94901506373117,439.25327211194826,,209.82284545898438,358.1184997558594,,236.84855991468436,450.2763576167622,,267.0427349907363,467.31823074554694,,104.56546929316337,222.4797219003476,,30.590961761297763,164.0787949015064,
,12,,117.88236999511719,211.84239196777344,,318.0345153808594,208.05502319335938,,320.3707995365006,43.109845777277684,,137.9464569091797,319.8757019042969,,186.04802186101944,404.1763032200106,,147.12987603894157,438.0999105208115,,209.8226776123047,358.1186218261719,,238.08110641179746,444.83206008962844,,266.91416879927186,470.3132533455892,,104.56546929316337,223.5921205098494,,30.59096176129782,165.74739281575899,
,13,,106.75078864353317,205.17350157728703,,317.16088328075705,208.2145110410094,,320.9463722397476,42.369085173501475,,137.97476340694013,315.92429022082024,,184.57413249211348,404.2902208201892,,148.66246056782336,439.11671924290204,,210.38485804416396,356.16403785488956,,239.9369085173502,451.230283911672,,266.43533123028396,470.9148264984227,,101.784472769409,220.81112398609503,,31.14716106604868,164.63499420625726,
,14,,115.07886435331235,211.98738170347,,317.16088328075705,208.2145110410094,,320.9463722397476,42.369085173501475,,138.73186119873824,319.70977917981077,,184.57413249211348,404.2902208201892,,148.66246056782336,439.11671924290204,,211.1419558359621,357.6782334384858,,239.9369085173502,451.230283911672,,266.43533123028396,470.9148264984227,,106.79026651216682,221.3673232908459,,33.92815758980302,167.41599073001163,
,15,,114.05194854736328,210.0332489013672,,322.0407409667969,207.9893341064453,,330.05584716796875,41.95716094970703,,157.9813995361328,335.95379638671875,,239.97994995117188,391.94488525390625,,248.0048065185547,441.9509582519531,,191.95591735839844,353.9857177734375,,200.0450897216797,453.9498291015625,,225.93707275390625,466.048095703125,,108.45886442641944,231.93511008111238,,21.13557358053302,199.675550405562,
,16,,115.96527099609375,211.9700164794922,,324.0293884277344,213.91079711914062,,330.30707596106026,40.189010859891766,,157.99375915527344,335.89520263671875,,239.28157589803024,390.8545069118963,,247.98896039716078,443.3856707807012,,188.07958984375,353.9400939941406,,199.28613558794038,444.9946589442991,,226.83826272176935,467.2407020353935,,105.12166859791424,224.70451911935112,,21.69177288528391,196.89455388180767,
,17,,114.07671356201172,209.9632568359375,,322.0552062988281,208.02178955078125,,330.0365905761719,41.97608947753906,,157.96383666992188,336.0051574707031,,240.00372314453125,392.0024719238281,,248.00494384765625,440.0055236816406,,191.9389190673828,354.02447509765625,,200.04649353027344,452.06036376953125,,226.02232360839844,466.0512390136719,,105.67786790266516,228.5979142526072,,20.579374275782158,196.89455388180767,
,18,,113.56466876971612,205.93059936908514,,322.46056782334387,202.91482649842263,,330.78864353312304,40.854889589905255,,156.14511041009473,334.0946372239748,,239.8422712933753,391.4195583596214,,247.08517350157732,439.11671924290204,,190.70031545741315,353.89274447949515,,200.56782334384857,454.2586750788645,,226.30914826498423,467.88643533123036,,107.90266512166863,227.4855156431055,,23.360370799536497,195.22595596755505,
,19,,114.07666778564453,209.96310424804688,,322.0549621582031,208.0216522216797,,330.0369873046875,41.975547790527344,,157.9638214111328,336.0049133300781,,240.00457763671875,392.0025939941406,,248.0055694580078,440.0058898925781,,190.06478881835938,354.0095520019531,,200.0464324951172,452.059814453125,,226.0230255126953,466.0508117675781,,103.45307068366162,224.70451911935112,,22.247972190034744,194.66975666280416,
,20,,113.56466876971612,205.93059936908514,,322.4605678233438,208.21451104100936,,330.78864353312304,40.854889589905255,,156.14511041009473,334.0946372239748,,239.8422712933753,391.4195583596214,,247.08517350157732,439.11671924290204,,190.70031545741315,353.89274447949515,,200.56782334384857,454.2586750788645,,226.30914826498423,467.88643533123036,,103.45307068366168,225.81691772885284,,22.247972190034773,195.7821552723059,
,21,,119.621451104101,209.71608832807564,,326.2460567823344,204.4290220820188,,334.5741324921136,43.12618296529958,,205.35646687697172,356.05047318612003,,289.81072555205037,406.5615141955836,,317.4952681388013,451.23028391167185,,177.07255520504725,347.0788643533122,,164.22712933753942,449.7160883280758,,208.89589905362777,469.4006309148266,,111.2398609501738,221.3673232908459,,30.03476245654693,216.91772885283893,
,22,,118.62745597547615,210.33928865187414,,328.98543851814844,206.68528643240106,,335.34950355083885,43.17394251018129,,203.93147543794996,356.9010144792866,,290.4813499859807,408.89731404830025,,321.70478411754095,453.59963557602686,,175.5820387611975,347.4972950128303,,165.3070683661645,445.67292306900634,,211.18142679253236,468.71578816387057,,105.12166859791427,219.14252607184244,,28.922363847045204,216.91772885283893,
,23,,118.00604248046875,208.01837158203125,,323.97833251953125,200.01516723632812,,334.39165701042873,43.761219187062686,,205.12900504149755,354.6258906459557,,288.2271147161066,407.69205396807763,,320.24715771260225,454.38600742125584,,176.96062214751657,346.6348389135008,,165.86326767091532,445.5836508827993,,206.75673075413488,469.65076195034766,,106.79026651216691,220.81112398609503,,28.922363847045176,215.8053302433372,
,24,,130.30584083813505,205.33437991888195,,323.97833251953125,201.12756584582985,,334.2126204320641,44.65507765395927,,201.22072992452638,354.8671886838002,,288.6839732122392,408.69144489225533,,320.06610318246004,448.7581221756776,,177.98377752027812,349.18811189422536,,167.68270870448714,451.6862320737513,,208.824635595786,468.98150821980516,,111.79606025492467,221.36732329084592,,27.25376593279259,211.91193511008112,
,25,,119.93378448486328,208.06283569335938,,325.9711608886719,203.94886779785156,,334.02862548828125,43.9757080078125,,205.9380645751953,356.0078125,,289.9613342285156,407.96746826171875,,319.94281005859375,451.9649963378906,,176.05789184570312,347.9990539550781,,165.99684143066406,446.0428466796875,,207.97398376464844,468.0567626953125,,109.57126303592119,226.9293163383546,,27.80996523754345,212.46813441483198,
,26,,119.621451104101,209.71608832807564,,326.2460567823344,204.4290220820188,,334.5741324921136,43.12618296529958,,205.35646687697172,356.05047318612003,,289.81072555205037,406.5615141955836,,317.4952681388013,451.23028391167185,,177.07255520504725,347.0788643533122,,164.9842271293375,445.9305993690853,,208.89589905362777,469.4006309148266,,108.45886442641947,221.92352259559675,,26.697566628041727,211.91193511008112,
,27,,119.621451104101,202.1451104100946,,333.05993690851733,196.10094637223963,,333.8170347003155,41.611987381703365,,240.18296529968467,353.77917981072574,,310.25236593059935,428.5173501577287,,348.5362776025237,455.77287066246055,,170.25867507886431,339.5078864353312,,146.81388012618294,436.845425867508,,173.31230283911677,470.1577287066247,,110.68366164542297,215.8053302433372,,39.4901506373117,179.6523754345307,
,28,,124.37940155273472,202.08875768124028,,332.1222839355469,195.97877502441406,,334.39165701042873,41.05135066676024,,239.35774112493664,350.6000295132917,,308.9872871271868,429.1027660284642,,351.20419537066437,454.4353758741288,,169.05878254878286,339.42205085621777,,149.97364146733412,434.7481856617039,,178.09965237543452,469.52771732262426,,112.35225955967559,214.69293163383549,,39.4901506373117,175.75898030127465,
,29,,125.42360473469284,202.56807793341773,,332.118896484375,195.9735107421875,,333.83545770567787,40.835992253932034,,241.5820500626901,352.8255896717483,,310.20604554681375,429.0370228983238,,352.64791531796936,457.2121596095217,,169.05797383296252,338.86609569209196,,148.23464718986736,434.12869385553125,,177.54345307068365,471.2185052028885,,110.12746234067208,213.02433371958284,,38.377752027809976,175.75898030127462,
,30,,122.05007934570312,201.97308349609375,,333.9998474121094,196.01034545898438,,333.94903564453125,41.94567108154297,,241.9646759033203,353.9320068359375,,311.9682312011719,431.9685363769531,,350.0072021484375,455.9858703613281,,169.9732208251953,339.935791015625,,147.9821319580078,437.940673828125,,177.95916748046875,469.9795837402344,,107.34646581691771,211.35573580533026,,41.71494785631518,171.3093858632677,
,31,,120.3785488958991,200.63091482649835,,335.3312302839117,196.85804416403775,,334.5741324921137,40.854889589905255,,240.1829652996846,351.5078864353314,,314.79495268138794,438.3596214511041,,348.5362776025237,458.0441640378549,,168.74447949526805,336.4794952681387,,143.78548895899053,448.2018927444796,,177.85488958990535,469.4006309148266,,116.80185399768254,215.8053302433372,,38.93395133256084,175.20278099652376,
,32,,121.89274447949529,201.3880126182965,,333.8170347003155,195.34384858044157,,331.5457413249211,40.09779179810714,,242.45425867507896,353.0220820189275,,310.25236593059924,424.7318611987381,,349.29337539432186,455.0157728706624,,169.50157728706617,337.9936908517349,,152.87066246056781,433.8170347003156,,179.36908517350162,470.1577287066247,,112.90845886442642,213.0243337195829,,39.4901506373117,174.09038238702203,
,33,,126.43533123028394,205.17350157728703,,330.78864353312315,193.0725552050473,,321.70347003154575,42.36908517350147,,216.7129337539433,348.47949526813886,,251.1987381703469,438.3596214511041,,296.2965299684544,462.58675078864337,,136.18927444794946,313.0094637223974,,169.5268138801262,409.5899053627762,,132.42902208201895,443.6593059936909,,107.34646581691771,213.58053302433373,,35.59675550405561,169.64078794901508,
,34,,119.9979476928711,203.9159698486328,,330.0498352050781,198.0244140625,,322.59559675550406,40.84703272449576,,213.98382568359375,351.9176025390625,,253.878391751496,439.9065828713417,,301.640856171752,463.94321331528545,,134.09373474121094,314.0628356933594,,171.3626633573886,409.3078288499196,,131.34941366178927,446.8322537901557,,107.90266512166858,214.69293163383546,,39.49015063731173,171.86558516801853,
,35,,118.07344818115234,202.02227783203125,,329.9762268066406,194.01548767089844,,320.0596923828125,40.01491165161133,,214.06602478027344,349.9548645019531,,253.9420166015625,440.0163269042969,,297.9744567871094,462.0621337890625,,135.99916076660156,314.0487976074219,,169.9891357421875,410.0109558105469,,134.00437927246094,444.0208435058594,,109.0150637311703,213.02433371958287,,40.602549246813425,171.30938586326766,
,36,,115.83596214511043,199.11671924290218,,323.21766561514204,177.17350157728697,,319.43217665615146,40.09779179810714,,217.47003154574145,346.2082018927445,,251.1987381703469,440.6309148264984,,297.0536277602524,464.1009463722396,,137.70347003154563,314.5236593059936,,170.2839116719243,408.83280757097805,,134.70031545741324,442.90220820189273,,106.23406720741602,211.35573580533026,,40.04634994206256,169.64078794901508,
,37,,118.06956481933594,202.01754760742188,,329.97003173828125,194.0025177001953,,320.05926513671875,40.01292037963867,,214.0683135986328,349.9593505859375,,252.0524139404297,440.02313232421875,,297.9718017578125,462.0589294433594,,135.9971466064453,314.0516662597656,,169.98818969726562,410.01007080078125,,134.00686645507812,444.02325439453125,,107.90266512166863,214.69293163383546,,40.60254924681345,172.9779837775203,
,38,,118.01925659179688,201.9817657470703,,329.9656677246094,193.94918823242188,,320.0694885253906,40.03948974609375,,215.94435119628906,349.9358825683594,,253.9452362060547,440.02935791015625,,298.0408020019531,462.02825927734375,,136.05252075195312,314.0214538574219,,170.01473999023438,409.94586181640625,,133.97540283203125,444.0032043457031,,106.79026651216688,212.46813441483198,,42.27114716106604,169.08458864426422,
,39,,106.09574127197266,213.93467712402344,,325.8938293457031,205.9862823486328,,306.0254924681344,38.46355749627185,,182.83828478975613,350.8143621380608,,194.98316076232322,450.29706433204524,,243.55354074858747,463.6729157777316,,133.47174447104942,319.90374685134975,,219.09028104011406,379.04359313153,,220.17913430193028,435.46195872032087,,96.22247972190038,227.4855156431055,,24.47276940903825,192.4449594438007,
,40,,106.75078864353316,214.2586750788643,,325.4889589905363,206.7003154574131,,308.0757097791799,38.58359621451091,,184.15772870662477,351.50788643533116,,239.08517350157715,464.1009463722397,,192.57413249211362,444.4164037854888,,133.160883280757,319.06624605678223,,221.0094637223975,379.30599369085195,,215.70977917981068,430.7886435331234,,96.77867902665122,225.81691772885284,,23.360370799536497,195.78215527230594,
,41,,106.09696960449219,213.9341583251953,,325.88525390625,205.98692321777344,,307.57821552723067,36.90845195835482,,183.94532756429697,348.59261667686974,,196.5323287098446,446.9779142764475,,245.12746894147006,463.8065314634353,,134.5829376362152,317.12485604048607,,216.28495012529268,379.252372948023,,216.4084292365085,437.3988647606873,,95.66628041714947,226.92931633835457,,24.47276940903825,194.66975666280416,
,42,,105.97698211669922,214.00479125976562,,325.9553527832031,205.9474639892578,,307.9412536621094,38.03595733642578,,183.9902801513672,351.9833984375,,196.0046844482422,448.04754638671875,,245.99468994140625,463.9468078613281,,133.99314880371094,319.9276123046875,,219.95660400390625,379.9604797363281,,216.05564880371094,434.0264587402344,,97.89107763615294,226.37311703360376,,26.6975666280417,198.0069524913094,
,43,,106.08848571777344,213.91001892089844,,325.8814392089844,205.96864318847656,,306.7678594872309,37.696136769810536,,182.27662283852098,354.71218232014496,,195.27860097699,447.4968004442816,,246.79011730515055,462.97008578449345,,132.35807938205542,319.90566945877157,,218.70723144751037,382.58208111639334,,214.51712938482552,432.2903093411056,,97.89107763615294,228.5979142526072,,23.360370799536497,197.45075318655853,
,44,,105.97647857666016,214.00421142578125,,325.95263671875,205.9513702392578,,307.94122314453125,38.036014556884766,,183.98924255371094,351.9829406738281,,196.00625610351562,448.0459289550781,,245.98458862304688,463.94390869140625,,133.99273681640625,319.9311828613281,,219.95619201660156,379.9600830078125,,216.05673217773438,434.0279846191406,,100.11587485515642,228.04171494785635,,22.247972190034744,198.56315179606028,
,45,,108.03258514404297,213.97430419921875,,315.9890441894531,197.98353576660156,,303.94183349609375,44.02775955200195,,160.74159907300117,345.83174323398146,,155.9622802734375,441.9462890625,,199.9715118408203,462.0063171386719,,160.95255805553728,345.6520879044869,,263.9731140136719,383.972900390625,,284.0334167480469,431.9908447265625,,99.55967555040556,228.04171494785632,,26.141367323290865,224.70451911935112,
,46,,108.06861114501953,214.10989379882812,,315.9681701660156,197.9730682373047,,305.4802126536063,45.46023687753518,,,,,155.71811052364623,441.378182642415,,196.86231827888193,462.63218510404846,,161.8651580810547,341.99981689453125,,263.0018281694924,383.84619153245535,,284.3117450617777,434.5961065195273,,104.00926998841251,225.81691772885284,,25.585168018539974,225.26071842410198,
,47,,108.06609344482422,214.1034698486328,,315.9542236328125,197.960205078125,,304.3922835530147,46.339081729162274,,,,,153.0706836616455,443.1129016054149,,201.12376398669778,462.43167565153993,,163.53718922284634,342.55424617975086,,264.1946697566628,385.75973081278244,,282.6651216685979,434.68048851997,,104.00926998841254,225.26071842410198,,26.6975666280417,224.70451911935112,
,48,,108.03105926513672,213.97528076171875,,315.97662353515625,197.98626708984375,,303.9317932128906,44.022613525390625,,162.4101969872538,344.2890042797136,,155.9607391357422,441.94512939453125,,199.97557067871094,462.0029296875,,162.06207275390625,343.9830627441406,,263.97412109375,383.9703063964844,,284.0275573730469,431.989990234375,,104.00926998841254,225.81691772885287,,25.585168018539974,226.92931633835457,
,49,,110.81165906037552,214.53134273736805,,315.9767150878906,197.9867401123047,,303.9318542480469,44.0234260559082,,162.04240140463372,344.8598905419391,,155.9593963623047,441.94659423828125,,199.97361755371094,462.00347900390625,,162.06069946289062,343.9842224121094,,263.97442626953125,383.9699401855469,,284.02996826171875,431.9880065917969,,104.56546929316337,224.14831981460026,,23.360370799536497,226.92931633835457,
,50,,108.0132064819336,213.9821014404297,,315.9551696777344,197.94607543945312,,302.06884765625,44.03805160522461,,162.0016326904297,344.0440673828125,,155.97860717773438,441.970458984375,,199.9687957763672,461.9947509765625,,162.019775390625,343.9821472167969,,263.9723815917969,384.0048522949219,,284.0206604003906,432.01617431640625,,100.11587485515645,225.81691772885287,,24.47276940903825,228.5979142526072,
,51,,110.01802062988281,200.0076446533203,,316.020751953125,184.04754638671875,,302.481487443953,40.41581040600812,,147.99856567382812,329.947509765625,,131.93511008111238,428.10448186826466,,157.77571580711526,466.2349553124434,,209.09360565150183,353.2509652819583,,288.7527822704631,423.89509001550925,,328.3081193989197,464.88878135222933,,100.67207415990731,213.02433371958287,,18.910776361529543,198.0069524913094,
,52,,110.02297973632812,200.012939453125,,316.020751953125,184.04754638671875,,302.1320973348784,40.59594321916086,,147.9984893798828,329.9478454589844,,134.18168304802498,424.2001659788608,,158.51680185399766,464.73936557805666,,209.09340728724402,352.69491856509813,,291.57577931394883,420.6719333728083,,329.2699884125145,462.9234294213054,,107.9026651216686,210.7995365005794,,18.35457705677868,196.89455388180767,
,53,,115.07886435331231,200.63091482649838,,322.46056782334387,189.28706624605672,,300.5047318611988,42.36908517350146,,152.3596214511042,331.06624605678235,,133.09148264984216,428.51735015772874,,156.23343848580447,464.1009463722396,,208.1135646687696,353.1356466876971,,290.66246056782336,421.70347003154586,,329.2744479495268,461.8296529968454,,107.9026651216686,211.91193511008112,,17.242178447276956,202.45654692931635,
,54,,110.04708099365234,200.0205841064453,,317.9819030761719,185.9989776611328,,303.9590759277344,41.93939208984375,,149.96340942382812,330.0459899902344,,133.99334716796875,426.0457458496094,,157.9539794921875,464.0172424316406,,210.0005645751953,352.06927490234375,,289.9483642578125,419.9774169921875,,327.99676513671875,462.04339599609375,,105.12166859791424,211.35573580533026,,17.798377752027818,200.23174971031287,
,55,,110.01835632324219,200.00729370117188,,319.914848990678,190.7211293279089,,304.711085569057,41.88687940683775,,148.00015258789062,329.9461669921875,,132.6018365708062,431.16681090472986,,157.60657574394287,464.69265780839004,,210.20885765455824,355.4747249033057,,290.33603707995366,423.59422823022317,,330.38896798401277,466.2980220757066,,106.23406720741599,211.35573580533026,,17.79837775202779,200.78794901506376,
,56,,110.0289077758789,200.01547241210938,,317.9527893066406,186.01458740234375,,303.972412109375,40.051395416259766,,148.07012939453125,330.04443359375,,134.01309204101562,427.9896545410156,,157.95205688476562,464.0099182128906,,209.99533081054688,353.953857421875,,290.00830078125,422.0174865722656,,325.95526123046875,461.9638366699219,,101.78447276940904,211.35573580533026,,16.685979142526065,201.34414831981462,
,57,,121.97999572753906,201.94537353515625,,332.0380554199219,188.0041046142578,,312.0029602050781,37.962791442871094,,149.93760681152344,315.9920349121094,,167.96900939941406,409.9411926269531,,129.99508666992188,446.024169921875,,238.031982421875,355.9804992675781,,268.0232238769531,451.95770263671875,,297.9648132324219,471.9542236328125,,106.79026651216688,209.68713789107767,,33.92815758980302,180.76477404403246,
,58,,121.95243072509766,201.9326171875,,332.0617370605469,188.04559326171875,,311.97100830078125,38.00847625732422,,149.95225524902344,315.9867248535156,,167.9967041015625,408.0071105957031,,132.0399169921875,445.954345703125,,239.97576904296875,356.0289306640625,,267.96148681640625,448.05657958984375,,300.06231689453125,471.98046875,,112.90845886442645,210.7995365005794,,33.37195828505213,181.87717265353422,
,59,,121.96566009521484,200.07077026367188,,332.1774597167969,183.94679260253906,,314.18517015718794,38.79658813467776,,147.94125366210938,315.9476013183594,,167.0733403090502,409.9736586616578,,129.38908250270566,448.5999098543109,,239.08925983168163,352.5129448989038,,267.9040234144792,450.44322685877376,,296.6824621849789,472.4389067471811,,110.68366164542297,210.2433371958285,,35.59675550405561,179.09617612977985,
,60,,121.95240783691406,201.93118286132812,,332.06439208984375,188.05630493164062,,311.9690246582031,38.00770950317383,,149.95440673828125,315.9842834472656,,167.99517822265625,408.0091247558594,,132.03904724121094,445.9504699707031,,239.97500610351562,356.0308837890625,,267.9639587402344,448.05322265625,,300.06072998046875,471.9815979003906,,107.90266512166863,211.91193511008112,,35.59675550405561,179.6523754345307,
,61,,115.07886435331231,199.11671924290215,,331.5457413249212,186.2586750788643,,310.3470031545742,38.58359621451093,,149.33123028391176,313.65299684542583,,167.9179810725551,408.07570977917993,,133.52050473186128,445.1735015772869,,238.39747634069388,356.92113564668756,,266.4353312302839,448.95899053627755,,303.5331230283911,470.1577287066246,,106.23406720741602,209.68713789107767,,34.48435689455388,181.3209733487833,
,62,,121.9805908203125,200.060546875,,334.8234229237014,192.96593778572662,,309.84548318506245,37.37923024344042,,147.9447784423828,315.9415588378906,,166.11283517475036,410.94340558450386,,132.4913093858633,445.3412113149373,,239.64458938545587,356.96217312597315,,268.4067533056626,449.96201382865456,,299.27541138137457,473.25176724905396,,107.9026651216686,209.68713789107767,,37.82155272305911,180.20857473928157,
,63,,112.84361912930271,216.32254267030766,,325.93115234375,206.0081024169922,,301.01969872537654,44.095111539410254,,140.0343780517578,324.1160583496094,,210.71404732359798,396.7932499905452,,192.72293829113204,449.0471966221768,,193.43419575608345,357.68809461538376,,203.1286210892237,438.2732350808708,,258.74855156431056,472.7785088089181,,101.22827346465814,231.9351100811124,,24.47276940903822,204.125144843569,
,64,,109.77917981072557,212.74447949526808,,327.0031545741325,206.7003154574132,,301.2618296529969,43.88328075709768,,138.73186119873827,321.22397476340706,,211.8296529968453,397.4763406940064,,191.81703470031542,446.6876971608831,,193.7287066246056,359.19242902208197,,210.410094637224,466.3722397476341,,253.56466876971604,471.6719242902208,,101.78447276940906,224.14831981460026,,18.35457705677868,209.68713789107767,
,65,,110.53627760252367,211.98738170347005,,322.46056782334387,199.1293375394321,,303.53312302839123,44.64037854889578,,137.21766561514207,321.223974763407,,211.8296529968453,397.4763406940063,,190.30283911671935,445.17350157728686,,195.99999999999986,356.9211356466877,,211.16719242902207,467.8864353312304,,252.80757097791792,474.70031545741324,,104.5654692931634,231.93511008111238,,16.129779837775203,209.68713789107767,
,66,,106.93400004444811,216.45108985133936,,325.9473571777344,207.79827880859375,,302.93074483578675,44.922973951387604,,140.0322265625,324.1119079589844,,211.6839924267114,396.73101821685464,,195.1607570784879,444.37507344703124,,193.98526810770932,359.9066967660279,,208.01501523296525,448.79251996102323,,259.86095017381217,473.32489091396724,,101.22827346465814,229.15411355735807,,20.023174971031295,209.68713789107767,
,67,,111.16545215396843,214.81284976310047,,325.9485778808594,207.7969512939453,,300.1126275304835,44.95799865997128,,140.03224182128906,324.1119079589844,,211.4716106604867,398.28065490919505,,192.522103945707,445.9132604940503,,193.42903828538033,356.0133016327718,,205.22247155685807,440.7698831716631,,257.52027809965244,474.74741429875274,,103.45307068366165,228.04171494785635,,19.466975666280405,209.13093858632678,
,68,,104.00926998841254,216.99833783980066,,325.94903564453125,207.79815673828125,,302.1320973348784,44.662250868680474,,140.0322723388672,324.1119079589844,,210.72378601743515,397.81772440556824,,193.40030972939823,442.0111484369719,,194.54145215367112,360.4629876235131,,209.9463053789566,463.38012191728683,,257.18608793838297,476.2514898915639,,97.33487833140208,230.2665121668598,,17.242178447276927,210.2433371958285,
,69,,100.114207865501,218.37147199808277,,308.0127868652344,192.02293395996094,,287.5993187842587,42.084862092707624,,,,,246.6520082138918,393.97756915608215,,265.87805290667495,444.71941493119436,,151.5191838517526,354.38517405840366,,151.79873141189086,446.57315011903637,,196.11591905201203,472.8958623020154,,91.21668597914251,233.60370799536503,,6.674391657010432,230.2665121668598,
,70,,96.03302001953125,218.02078247070312,,308.0381774902344,194.02383422851562,,286.06707763671875,41.99016571044922,,151.84241019698726,353.2795511216183,,246.0448760986328,394.00042724609375,,265.9357604980469,443.9945373535156,,152.05992126464844,354.02691650390625,,151.93446350097656,447.9308776855469,,191.9498748779297,471.9715576171875,,91.7728852838934,233.60370799536503,,7.786790266512156,227.48551564310546,
,71,,96.03423309326172,218.01986694335938,,308.0390930175781,194.02435302734375,,286.06610107421875,41.99137878417969,,152.39860950173806,354.79399551472096,,246.04527282714844,394.0014953613281,,265.9370422363281,443.9956359863281,,152.05865478515625,354.0270080566406,,151.93394470214844,447.9326477050781,,191.95101928710938,471.9710693359375,,92.32908458864426,233.60370799536503,,3.33719582850523,230.2665121668598,
